id,text,CARDINAL,LProcess,LCover,DATE,DIRECTION,GPE,ORG,PERSON,SURFACE_UNIT,VRC,LOC,PERCENT,LAW,EVENT,LANGUAGE,QUANTITY,FAC,NORP,ORDINAL,PRODUCT,total
1-s2.0-S0140196313000608-main.pdf.tei_101,trees on agricultural fields use of more inputs and construction of anti erosion barriers on sloped fields to prevent erosion . This study based on a meta analysis of local case studies has been useful in making qualitative assessments of published documentation of crop land changes in the Sahel,0,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
1-s2.0-S0301479717300713-main.pdf.tei_28,Due to the low capacities for food provision especially in the dry season up to 100 000 people in 2000 migrate to southern Ghana in the dry season to find work. Many LULCC analyses originating from remote sensing add social information through quantitative data,1,1,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
1-s2.0-S0308521X12000157-main.pdf.tei_18,These efforts implicitly recognize that smallholder productivity growth cannot be achieved by TSP alone. Our review of approaches to enhancing smallholder productivity growth suggests that two major pathways have been followed 1 a relatively successful pathway focussing on export crops and 2 another so far unsuccessful pathway which focuses on food crop production through TSP,3,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7
1-s2.0-S0140196313000608-main.pdf.tei_63,Wilks lambda test is used to test whether there are significant differences between the increase decrease or stability in crop land extent based on the drivers of change. Because of the low number of case studies describing the impacts of crop land change it was not possible to compute any multivariate analysis to test whether the impacts were significantly different between cases that showed an increase decrease or stability of crop land,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,7
1-s2.0-S0301479717300713-main.pdf.tei_15,Examples for the eminent relevance of such climatic parameters for LULCC in marginalised rural regions can be found world wide but are most prominent in the Global South including countries like Ghana in West Africa. type bibr target b63 Mertz et al,0,1,0,0,2,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,7
1-s2.0-S0140196310000893-main.pdf.tei_20,Between brackets absolute contribution of fire type to respectively the first and second axis land cover with an absolute contribution 10% are underlined and in italic respectively for axis 1 and 2. classified Landsat data sampling points were stratified according to the classified images but the sampling was subjective inside each class,2,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,7
1-s2.0-S030438781000043X-mainext.pdf.tei_7,Solanke s father Olulo had taken the farm from forest during the Makun war of 1862 64 and had worked it until his death shortly after the Ibadan Oshielle war of 1877 when Solanke inherited it,0,0,1,2,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,7
1-s2.0-S0140196313000608-main.pdf.tei_31,Since the creation of the CMDT Compagnie Malienne pour le D velopement du Textile in 1974 cotton production has increased markedly with policies that guaranteed purchase a fixed floor price and credit for agricultural inputs,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,6
1-s2.0-S0301479717300713-main.pdf.tei_197,The results can be found in Annex 3 and Annex 4. http www.tei c.org ns 1.0 type table xml id tab 11 None None Use of hybrids and or genetically modified plants e.g,2,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,5
1-s2.0-S0168192311001122-main.pdf.tei_76,In addition to the decrease in maize yield the interannual variability is increasing in the yield estimations based on REMO and SMHIRCA scenarios,0,0,1,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,5
1-s2.0-S0006320709005400-main.pdf.tei_9,We conclude by pointing out that while West African forest landscapes are a potent reminder of what might happen in Central Africa in the near future they also provide insights for developing policies and practice that might avoid comparable levels of forest loss and degradation. Body Content div,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,5
1-s2.0-S0308521X12000157-main.pdf.tei_36,In Benin the choice of cotton farmers to switch to subsidized food crops a few years ago motivated institutional reforms to create more realistic opportunities for cotton growers a natural experiment that we document in detail .,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1-s2.0-S003442571730041X-main.pdf.tei_2,At present no studies have considered the importance of the different seasonal NDVI signals of cropped and fallowed fields when interpreting NDVI trends as both field types are commonly merged into a single cropland class,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1-s2.0-S0140196313000608-main.pdf.tei_111,2011 Perhaps most importantly the meta analysis exposes the surprisingly huge gap in the scientific literature when it comes to actual measurements of crop land change in the Sahel which are in sharp contrast to the number of scientific papers and policy discourses that refer to important past and ongoing changes in land use cover and desertification,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1-s2.0-S0168192311001122-main.pdf.tei_59,In the scenario run an EPIC input database file for each of the 1462 LUSAC units was prepared containing information about the nearest weather station the predominant soil type and the crop management including proportion of the fallow crop rotations,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1-s2.0-S0304387816300670-main.pdf.tei_201,30 km rain catchment areas around city lights. http www.tei c.org ns 1.0 xml id fig 9 None None The model is closed by noting that the untraded services market must clear,2,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5
1-s2.0-S003442571730041X-main.pdf.tei_37,The land use cover has been recorded repetitively over the years along transects as cropland fallow or uncultivable rangeland,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
1-s2.0-S0140196313000608-main.pdf.tei_32,Despite the often mentioned cash crop revolution the so called Peanut Basin of Senegal and the New cotton basin in Mali provide telling illustrations of partial intensification paths and farmers possible soil mining,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4
1-s2.0-S0304387816300670-main.pdf.tei_197,If the city has a tradable manufacturing sector that is not too small relative to its local service sector so that a decline in moisture will lead to an increase in urban population and total city income,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4
1-s2.0-S0264837715302131-main.pdf.tei_38,Cover loss refers to land cover that was subjected to a change with a concomitant loss in a regressive manner for example from forest to savanna or from woodland to farmland,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
1-s2.0-S0167880913003502-main.pdf.tei_7,Only about half the 100 studies comparing soil carbon sequestration with no till and conventional tillage indicated increased sequestration with no till this is despite continued claims that conservation agriculture sequesters soil carbon,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4
1-s2.0-S0304387816300670-main.pdf.tei_189,Stability of migration between the urban and rural sectors requires that the differential in B5 be decreasing in N U,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1-s2.0-S0169204617300270-main.pdf.tei_26,The Land Administration Project from 2003 to pushed land use planning in Ghana forward,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
1-s2.0-S0169204617300270-main.pdf.tei_70,Based on the consistency of the results of the three methods we assigned confidence levels Table and . Urban sprawl is difficult to detect without comparing spatial land use plans with existing urban housing,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
1-s2.0-S0304387816300670-main.pdf.tei_136,To identify rainfall effects on lights in principle we want to control for timeinvariant city conditions year effects to account for annual differences in sensor settings across and within satellites and possibly for city specific linear growth trends,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
1-s2.0-S0304387816300670-main.pdf.tei_118,Similarly Br ckner 2012 uses a larger sample at 1 year intervals. In column 5 we consider growth of primacy the share of the largest city in national population,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
1-s2.0-S0168192311001122-main.pdf.tei_24,described three land use scenarios assuming increasing population density but different reduction in population growth rates,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
1-s2.0-S0304387816300670-main.pdf.tei_124,Decreased moisture is then likely to decrease local city income,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3
1-s2.0-S0169204617300270-main.pdf.tei_35,We use the term urban sprawl to describe a special type of urban development where the development occurs scattered and uneven on new non urban lots leading to inefficient resource utilisation i.e,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1-s2.0-S0304387816300670-main.pdf.tei_119,While our model and the specification below focus on within district movements of population in a continent where primate cities generally dominate the urban landscape it may be that a common response to bad climate shocks is to move to the primate city rather than locally,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1-s2.0-S0140196322000143-main.pdf.tei_56,. Plant density decreases regardless of land use type or topographic position Fig,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3
1-s2.0-S030438781000043X-mainext.pdf.tei_33,A new Land Use and Management Law enacted in 2005 moves away from state ownership and seeks to register all land and issue of private titles with the aim of promoting large scale commercial agriculture .,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1-s2.0-S0304387816300670-main.pdf.tei_106,Very modest trimming initially gives smaller magnitudes than in Table but then coefficients stabilize at the point we report where we trim 6 from each of the top and bottom values of growth in moisture and growth in urban share which is about 3.2% of the sample overall,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
1-s2.0-S0168192311001122-main.pdf.tei_38,Based on this assumption each of the 64 sub basins was classified according to its average fallow cropland ratio in the three scenarios,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1-s2.0-S0140196314000536-main.pdf.tei_58,Active degradation is rarely spotted within 10 years and events such as bush fires floods or frequent crop rotation make trends often insignificant,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
1-s2.0-S0140196313000608-main.pdf.tei_119,Drivers of change in crop land. http www.tei c.org ns 1.0 xml id fig 3 Fig,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1-s2.0-S030438781000043X-mainext.pdf.tei_101,Regressions estimated using Honore s Tobit with HH season crop fixed effects,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1-s2.0-S0264837715302131-main.pdf.tei_106,These soil and water conservation techniques have been used for decades to reclaim marginal and degraded barren lands in the arid and semi arid zones of West Africa,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1-s2.0-S0301479717300713-main.pdf.tei_103_pt2,text Lambin et al. 2003 With high confidence rainfall variability is a driving force of LULCC,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
1-s2.0-S0140196313000608-main.pdf.tei_66,However the same approach may apply to understand the different combinations of outcomes that are generated by the different causal conditions crop land increase decrease or stability,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3
1-s2.0-S0167880913003502-main.pdf.tei_27,The lower soil C is related to reduced crop yields and C inputs caused by lower soil temperatures under surface residue retention compared with CT systems . type bibr target b54 Ghimire et al,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1-s2.0-S0169204617300270-main.pdf.tei_124,For the Bolgatanga area PPPs were not mentioned by the experts and were proposed by literature only for agricultural areas. Another opportunity for the Takoradi area is the building of multi storey structures for residences in order to efficiently utilise the limited space in the city centre reflecting medium confidence,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
1-s2.0-S0140196313000608-main.pdf.tei_8,In the course of the last three to four decades a range of environmental policies has been concerned with sustainable land use and natural resource management systems e.g,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1-s2.0-S0169204617300270-main.pdf.tei_73,We define experts as people with extensive knowledge and experience regarding land use planning in the study regions or residents who have lived there for more than 20 years who were included as key knowledge holders,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1-s2.0-S0167880913003502-main.pdf.tei_106,With low N input systems though this slower release of N may further reduce crop yields,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1-s2.0-S0301479717300713-main.pdf.tei_107,However it also becomes evident that the majority of parameters with low or very low confidence potentially contribute to food and livelihood security for example improved crop varieties agricultural programmes irrigation fertilizer subsidies and credits,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1-s2.0-S0168192311001122-main.pdf.tei_53,Since livestock does not play a major role in this region except for some herds belonging to pastoralists it has been assumed that all crop residues remain in the field,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1-s2.0-S0304387816300670-main.pdf.tei_205,If the city has a tiny or non existent traded manufacturing sector so that http www.tei c.org ns 1.0 xml id fig 13 30 None,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1-s2.0-S095937809800003X-main.pdf.tei_27,The mobility of livestock which is an important element of the pastoral strategy enables an efficient use of temporally and spatially variable fodder and water resources.,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1-s2.0-S016788090800131X-main.pdf.tei_39,They were generally small in size 4 6 ha farmer being put under cultivation for longer period by migrant farmers who also put higher labor input than the natives while they both had similar off farm activities and farming techniques,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1-s2.0-S0301479717300713-main.pdf.tei_48,In total 12 documents were identified as relevant in the context of LULCC in the UER Table,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1-s2.0-S0167880913003502-main.pdf.tei_15,Intensification can disrupt many of the regulating and supporting ES including nutrient cycling climate regulation regulation of water quality and quantity pollination services and pest control Fig,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
1-s2.0-S0301479717300713-main.pdf.tei_258,He has no power beyond his salary that s it P5 no driver If government earmark this land as a forest reserve nobody would go in,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1-s2.0-S0169204617300270-main.pdf.tei_55,The city has been declared as a free trade zone and an industrial core region in order to attract foreign investment thus aiming to accelerate the rate of economic growth and pushing Ghana s decentralisation,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1-s2.0-S0140196313000608-main.pdf.tei_50,A detailed screening of the texts allowed us to remove papers that were not associated with crop land change processes in the Sahel,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1-s2.0-S0308521X12000157-main.pdf.tei_20,The classic study that started the diffusion of innovations research tradition tracked the rapid and autonomous diffusion of hybrid maize in Iowa,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1-s2.0-S235198941500102X-main.pdf.tei_28,It is the most common approach used for monitoring land cover changes since it provides more useful information on the initial and final land cover types in a complete matrix of change direction,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1-s2.0-S030438781000043X-mainext.pdf.tei_4,I find that land tenure affects incentives to leave land fallow and to plant trees but has a weaker impact on labor and input use,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1-s2.0-S0140196310000893-main.pdf.tei_12,However agricultural fires should be distinguished from the other fires that are wildland fires and predominantly grass fires savanna fires,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1-s2.0-S0304387816300670-main.pdf.tei_66,We leave the description of the night lights data to Section 6. Scarcity of demographic and economic data hampers empirical research on climate effects in Africa,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2
1-s2.0-S0169204617300270-main.pdf.tei_142,Furthermore by developing datasets with the requisite data structures we could use additional landscape indices to reveal further information about the spatial arrangement and heterogeneity of urban development and to further discriminate levels of landscape fragmentation and or aggregation over time. We adapted the confidence level approach of Jacobs Burkhard to a general assessment of findings from a mixed method approach,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
1-s2.0-S0006320709005400-main.pdf.tei_12,The tight coupling between people and these forest ecosystems inevitably means that biodiversity is threatened by habitat loss degradation and fragmentation,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1-s2.0-S235198941500102X-main.pdf.tei_56,Insights into some of these causes were highlighted in this study. This study allows understanding causes of land degradation and deforestation LDD in the TWRB,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1-s2.0-S0167880913003502-main.pdf.tei_110,Some soil quality indicators relate fairly directly to an ES such as soil aggregation and macroporosity to soil water movement,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1-s2.0-S0304387816300670-main.pdf.tei_156,We then turn to evidence on the migration channel itself. Conflict could influence urbanization in strikingly different ways depending on where it occurs,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1-s2.0-S0303243414001718-main.pdf.tei_6,These studies put changes in land cover into the focus again and justify the need for detailed investigations on the actual extent of environmental change.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1-s2.0-S0304387816300670-main.pdf.tei_63,Manufacturing arises if either local potential productivity rises with for example enhanced education or if the price of the manufactured good rises relative to the other goods driven by changes in international prices or changes in the cost of transporting products between the local city and a port,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1-s2.0-S095937809800003X-main.pdf.tei_45,The classification of land use was on visual interpretation only,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1-s2.0-S0304387816300670-main.pdf.tei_224,is the number of local intermediate input producers a city can support,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1-s2.0-S0301479717300713-main.pdf.tei_103,However some authors from the literature review showed a diverging picture of poverty as a driver of LULCC . type bibr target b52,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1-s2.0-S095937809800003X-main.pdf.tei_16,Climatic variations influence farmers immediate as well as long term choice of cultivation patterns,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1-s2.0-S0301479717300713-main.pdf.tei_214,projects by SADA Savannah Accelerated Development Aniah et al,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1-s2.0-S0304387816300670-main.pdf.tei_105,Next we report the effects of dropping controls for initial urbanization and log distance to the coast in columns 5 7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1-s2.0-S0301479717300713-main.pdf.tei_31,The expert interviews were used to collect expert opinion on the relevant driving forces of LULCC and subsequently developed a questionnaire addressing the relevance of the most prominent driving forces,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1-s2.0-S0301479717300713-main.pdf.tei_255,I doubt that this is for agricultural land,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1-s2.0-S030438781000043X-mainext.pdf.tei_33_pt2,text Few investment opportunities are available to most Rwandan farmers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1-s2.0-S0301479717300713-main.pdf.tei_253,You need money to pump water you need money to cultivate the land and you need money to buy chemicals and fertilizers,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1-s2.0-S0264837701000205-main.pdf.tei_4,with the spatial structure and extent of various land use categories related to the human utilisation of land,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1-s2.0-S0140196313000608-main.pdf.tei_56,Drivers of change in crop land included demographic economic agro technical institutional and climatic drivers Table . Some of the drivers initially identified were never mentioned in the case studies and were therefore removed from the analysis,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1-s2.0-S0304387816300670-main.pdf.tei_85,However these factors X ij could also affect the impact of climate changes on urban share growth rates,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1-s2.0-S0169204617300270-main.pdf.tei_67,We started our analysis with expert interviews to assess perceived patterns and drivers of urban development in the study areas,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1-s2.0-S0308521X12000157-main.pdf.tei_36_pt2,Can institutional contexts be changed Neither the outcomes nor the processes of change are predetermined in the CoS SIS Programme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1-s2.0-S0304387816300670-main.pdf.tei_205_pt2,We examine the sum of utilities based on a log linear indirect utility function but it applies to any indirect utility function where doubling income doubles expression is negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
